[CONFIG] Loading keys from: C:\Tradingview\Tradingview recreation\phase1\services\..\keys.env
2026-02-26 23:25:44 [info     ] application_startup
2026-02-26 23:25:44 [info     ] database_initialized
2026-02-26 23:25:44 [info     ] autopilot_db_initialized
2026-02-26 23:25:44 [info     ] using_alpaca_live_data
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535024 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535025 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535026 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535027 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535028 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535029 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535030 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535031 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535032 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535033 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535034 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535035 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535036 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535037 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535038 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535039 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535040 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535042 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535048 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535049 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535050 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535051 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535052 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535053 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535054 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535055 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535056 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535057 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535058 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535060 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535061 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535062 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535063 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535064 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535065 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535066 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535067 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535068 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535069 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535070 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535071 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535072 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535073 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535074 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535075 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535077 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535078 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535081 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535082 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535083 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535084 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535085 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535086 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535088 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535089 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535090 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535091 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535092 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535093 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535095 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535096 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535097 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535098 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535099 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535100 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535101 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535102 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535103 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535104 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535105 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535106 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535107 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535108 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535109 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535110 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535111 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535112 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535113 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535114 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535115 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535116 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535118 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535119 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535120 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535121 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535122 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535123 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535124 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535125 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535126 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535127 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535128 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535129 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535130 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535131 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535132 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535133 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535134 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535135 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535136 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535137 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535138 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535139 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535140 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535141 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535142 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535143 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535144 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535145 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535146 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535147 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535148 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535149 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535150 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535151 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535152 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535153 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535154 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535155 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535156 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535157 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535158 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535159 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535160 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535161 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535162 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535163 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535164 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535165 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535166 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535167 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535168 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535170 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535171 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535172 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535173 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535174 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535175 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535176 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535177 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535178 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535179 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535180 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535181 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535182 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535183 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535184 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535185 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535186 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535187 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535188 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535189 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535190 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535191 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535192 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535193 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535194 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535195 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535196 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535197 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535198 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535199 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535200 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535201 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535202 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535203 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535204 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535205 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535206 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535207 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535208 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535209 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535210 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535211 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535212 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535213 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535214 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535215 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535216 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535217 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535218 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535219 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535220 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535221 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535222 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535223 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535224 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535225 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535226 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535227 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535228 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535229 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535230 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535231 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535232 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535233 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535234 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535235 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535236 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535237 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535238 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535239 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535240 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535241 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535242 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535243 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535244 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535245 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535246 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535247 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535248 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535249 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535250 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535251 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535252 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535253 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535254 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535255 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535256 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535257 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535258 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535259 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535260 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535261 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535262 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535263 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535264 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535265 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535266 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535267 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535268 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535269 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535270 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535271 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535272 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535273 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535274 component=bar_repository symbol=TSLA timeframe=1m
2026-02-26 23:25:46 [debug    ] bar_saved                      bar_index=29535275 component=bar_repository symbol=TSLA timeframe=1m
